z,Load
  -39.50,   42.45
  -38.50,   42.56
  -37.50,   42.43
  -36.50,   42.51
  -35.50,   42.50
  -34.50,   42.43
  -33.50,   42.51
  -32.50,   42.46
  -31.50,   42.46
  -30.50,   42.46
  -29.50,   42.45
  -28.50,   42.48
  -27.50,   42.46
  -26.50,   42.39
  -25.50,   42.29
  -24.50,   42.02
  -23.50,   41.73
  -22.50,   40.93
  -21.50,   40.75
  -20.50,   39.73
  -19.50,   36.51
  -18.50,   33.93
  -17.50,   31.11
  -16.50,   27.41
  -15.50,   23.31
  -14.50,   19.75
  -13.50,   17.91
  -12.50,   16.13
  -11.50,   13.48
  -10.50,   11.22
   -9.50,    8.46
   -8.50,    7.23
   -7.50,    6.28
   -6.50,    6.16
   -5.50,    6.03
   -4.50,    5.89
   -3.50,    4.97
   -2.50,    4.40
   -1.50,    2.85
   -0.50,    2.31
    0.50,    1.53
    1.50,    1.66
    2.50,    1.85
    3.50,    1.44
    4.50,    2.07
    5.50,    2.53
    6.50,    2.80
    7.50,    2.78
    8.50,    2.99
    9.50,    4.36
   10.50,    6.10
   11.50,    6.12
   12.50,    8.53
   13.50,   11.51
   14.50,   14.40
   15.50,   17.97
   16.50,   21.66
   17.50,   24.67
   18.50,   27.95
   19.50,   30.77
   20.50,   32.80
   21.50,   35.96
   22.50,   38.57
   23.50,   40.24
   24.50,   41.45
   25.50,   42.18
   26.50,   42.28
   27.50,   42.40
   28.50,   42.51
   29.50,   42.48
   30.50,   42.50
   31.50,   42.49
   32.50,   42.53
   33.50,   42.46
   34.50,   42.44
   35.50,   42.53
   36.50,   42.45
   37.50,   42.47
   38.50,   42.48
   39.50,   42.23
