z,Load
  -39.50  , 23.79
  -38.50  , 23.19
  -37.50  , 22.36
  -36.50  , 22.12
  -35.50  , 22.23
  -34.50  , 22.14
  -33.50  , 22.12
  -32.50  , 21.60
  -31.50  , 20.34
  -30.50  , 19.13
  -29.50  , 18.65
  -28.50  , 19.07
  -27.50  , 19.81
  -26.50  , 19.25
  -25.50  , 18.38
  -24.50  , 16.11
  -23.50  , 12.84
  -22.50  , 10.88
  -21.50  ,  9.63
  -20.50  ,  7.05
  -19.50  ,  5.84
  -18.50  ,  6.21
  -17.50  ,  9.41
  -16.50  ,  7.12
  -15.50  ,  5.51
  -14.50  ,  4.74
  -13.50  ,  4.80
  -12.50  ,  4.07
  -11.50  ,  2.01
  -10.50  ,  1.39
   -9.50  ,  0.60
   -8.50  ,  0.24
   -7.50  ,  0.50
   -6.50  ,  0.50
   -5.50  ,  1.07
   -4.50  ,  1.73
   -3.50  ,  2.21
   -2.50  ,  0.59
   -1.50  ,  1.58
   -0.50  ,  0.27
    0.50  ,  1.25
    1.50  ,  0.69
    2.50  ,  1.96
    3.50  ,  2.51
    4.50  ,  2.34
    5.50  ,  3.20
    6.50  ,  4.14
    7.50  ,  6.31
    8.50  ,  6.48
    9.50  ,  6.66
   10.50  ,  8.78
   11.50  ,  7.14
   12.50  ,  7.27
   13.50  , 10.88
   14.50  , 12.74
   15.50  , 16.32
   16.50  , 15.72
   17.50  , 17.37
   18.50  , 20.01
   19.50  , 21.25
   20.50  , 22.54
   21.50  , 23.19
   22.50  , 24.11
   23.50  , 24.13
   24.50  , 23.78
   25.50  , 23.96
   26.50  , 23.93
   27.50  , 23.86
   28.50  , 23.93
   29.50  , 23.91
   30.50  , 23.88
   31.50  , 23.88
   32.50  , 23.93
   33.50  , 23.86
   34.50  , 23.88
   35.50  , 15.28
   36.50  ,  0.06
   37.50  ,  0.00
   38.50  ,  0.00
   39.50  ,  0.00
